STN,YYYYMMDD,RD,SX
919,20210226,90,0
919,20210227,0,0
919,20210228,0,0
919,20210301,0,0
919,20210302,0,0
919,20210303,0,0
919,20210304,54,0
919,20210305,3,0
919,20210306,0,0
919,20210307,0,0
919,20210308,0,0
919,20210309,20,0
919,20210310,10,0
919,20210311,37,0
919,20210312,27,0
919,20210313,101,0
919,20210314,52,0
919,20210315,86,0
919,20210316,13,0
919,20210317,53,0
919,20210318,16,0
919,20210319,14,0
919,20210320,0,0
919,20210321,5,0
919,20210322,0,0
919,20210323,0,0
919,20210324,0,0
919,20210325,0,0
919,20210326,0,0
919,20210327,72,0
919,20210328,17,0
919,20210329,0,0
919,20210330,0,0
919,20210331,0,0
919,20210401,0,0
919,20210402,0,0
919,20210403,0,0
919,20210404,0,0
919,20210405,13,0
919,20210406,57,998
919,20210407,123,998
919,20210408,10,0
919,20210409,0,0
919,20210410,0,0
919,20210411,115,0
919,20210412,2,0
919,20210413,15,0
919,20210414,0,0
919,20210415,0,0
919,20210416,0,0
919,20210417,0,0
919,20210418,0,0
919,20210419,0,0
919,20210420,16,0
919,20210421,0,0
919,20210422,0,0
919,20210423,0,0
919,20210424,0,0
919,20210425,0,0
919,20210426,0,0
919,20210427,0,0
919,20210428,0,0
919,20210429,0,0
919,20210430,3,0
919,20210501,2,0
919,20210502,0,0
919,20210503,0,0
919,20210504,45,0
919,20210505,80,0
919,20210506,35,0
919,20210507,18,0
919,20210508,0,0
919,20210509,5,0
919,20210510,2,0
919,20210511,5,0
919,20210512,27,0
919,20210513,15,0
919,20210514,6,0
919,20210515,1,0
919,20210516,16,0
919,20210517,76,0
919,20210518,63,0
919,20210519,5,0
919,20210520,86,0
919,20210521,5,0
919,20210522,18,0
919,20210523,104,0
919,20210524,2,0
919,20210525,42,0
919,20210526,42,0
919,20210527,15,0
919,20210528,2,0
919,20210529,0,0
919,20210530,0,0
919,20210531,0,0
919,20210601,0,0
919,20210602,0,0
919,20210603,0,0
919,20210604,0,0
919,20210605,178,0
919,20210606,0,0
919,20210607,0,0
919,20210608,0,0
919,20210609,0,0
919,20210610,0,0
919,20210611,0,0
919,20210612,0,0
919,20210613,0,0
919,20210614,0,0
919,20210615,0,0
919,20210616,0,0
919,20210617,0,0
919,20210618,165,0
919,20210619,2,0
919,20210620,74,0
919,20210621,240,0
919,20210622,33,0
919,20210623,45,0
919,20210624,0,0
919,20210625,0,0
919,20210626,8,0
919,20210627,0,0
919,20210628,73,0
919,20210629,11,0
919,20210630,94,0
919,20210701,114,0
919,20210702,0,0
919,20210703,0,0
919,20210704,218,0
919,20210705,79,0
919,20210706,5,0
919,20210707,11,0
919,20210708,0,0
919,20210709,2,0
919,20210710,0,0
919,20210711,88,0
919,20210712,0,0
919,20210713,0,0
919,20210714,10,0
919,20210715,272,0
919,20210716,71,0
919,20210717,1,0
919,20210718,0,0
919,20210719,0,0
919,20210720,0,0
919,20210721,0,0
919,20210722,0,0
919,20210723,0,0
919,20210724,0,0
919,20210725,42,0
919,20210726,17,0
919,20210727,2,0
919,20210728,10,0
919,20210729,5,0
919,20210730,0,0
919,20210731,20,0
919,20210801,27,0
919,20210802,32,0
919,20210803,3,0
919,20210804,0,0
919,20210805,0,0
919,20210806,24,0
919,20210807,49,0
919,20210808,52,0
919,20210809,8,0
919,20210810,14,0
919,20210811,6,0
919,20210812,0,0
919,20210813,0,0
919,20210814,0,0
919,20210815,0,0
919,20210816,3,0
919,20210817,53,0
919,20210818,37,0
919,20210819,13,0
919,20210820,0,0
919,20210821,0,0
919,20210822,134,0
919,20210823,79,0
919,20210824,0,0
919,20210825,0,0
919,20210826,3,0
919,20210827,1,0
919,20210828,15,0
919,20210829,1,0
919,20210830,15,0
919,20210831,0,0
919,20210901,0,0
919,20210902,0,0
919,20210903,0,0
919,20210904,0,0
919,20210905,0,0
919,20210906,0,0
919,20210907,0,0
919,20210908,0,0
919,20210909,0,0
919,20210910,0,0
919,20210911,110,0
919,20210912,12,0
919,20210913,0,0
919,20210914,0,0
919,20210915,98,0
919,20210916,0,0
919,20210917,0,0
919,20210918,0,0
919,20210919,0,0
919,20210920,0,0
919,20210921,0,0
919,20210922,0,0
919,20210923,0,0
919,20210924,0,0
919,20210925,0,0
919,20210926,6,0
919,20210927,2,0
919,20210928,16,0
919,20210929,12,0
919,20210930,44,0
919,20211001,0,0
919,20211002,26,0
919,20211003,176,0
919,20211004,61,0
919,20211005,0,0
919,20211006,99,0
919,20211007,137,0
919,20211008,0,0
919,20211009,0,0
919,20211010,0,0
919,20211011,6,0
919,20211012,25,0
919,20211013,57,0
919,20211014,10,0
919,20211015,3,0
919,20211016,14,0
919,20211017,0,0
919,20211018,0,0
919,20211019,20,0
919,20211020,10,0
919,20211021,82,0
919,20211022,66,0
919,20211023,37,0
919,20211024,0,0
919,20211025,0,0
919,20211026,0,0
919,20211027,0,0
919,20211028,0,0
919,20211029,0,0
919,20211030,60,0
919,20211031,56,0
919,20211101,98,0
919,20211102,29,0
919,20211103,2,0
919,20211104,1,0
919,20211105,5,0
919,20211106,0,0
919,20211107,8,0
919,20211108,13,0
919,20211109,0,0
919,20211110,0,0
919,20211111,0,0
919,20211112,0,0
919,20211113,90,0
919,20211114,15,0
919,20211115,0,0
919,20211116,1,0
919,20211117,3,0
919,20211118,1,0
919,20211119,1,0
919,20211120,0,0
919,20211121,31,0
919,20211122,2,0
919,20211123,1,0
919,20211124,3,0
919,20211125,2,0
919,20211126,6,0
919,20211127,177,998
919,20211128,11,0
919,20211129,11,0
919,20211130,42,0
919,20211201,59,0
919,20211202,47,0
919,20211203,3,0
919,20211204,11,0
919,20211205,41,0
919,20211206,2,0
919,20211207,59,0
919,20211208,28,0
919,20211209,2,0
919,20211210,2,0
919,20211211,20,0
919,20211212,9,0
919,20211213,8,0
919,20211214,1,0
919,20211215,0,0
919,20211216,0,0
919,20211217,1,0
919,20211218,2,0
919,20211219,3,0
919,20211220,3,0
919,20211221,0,0
919,20211222,0,0
919,20211223,0,0
919,20211224,15,0
919,20211225,67,0
919,20211226,0,0
919,20211227,9,0
919,20211228,12,0
919,20211229,77,0
919,20211230,40,0
919,20211231,6,0
919,20220101,0,0
919,20220102,21,0
919,20220103,10,0
919,20220104,2,0
919,20220105,21,0
919,20220106,32,0
919,20220107,17,0
919,20220108,19,0
919,20220109,144,0
919,20220110,1,0
919,20220111,0,0
919,20220112,3,0
919,20220113,0,0
919,20220114,0,0
919,20220115,0,0
919,20220116,0,0
919,20220117,0,0
919,20220118,0,0
919,20220119,0,0
919,20220120,21,0
919,20220121,2,0
919,20220122,3,0
919,20220123,0,0
919,20220124,0,0
919,20220125,0,0
919,20220126,0,0
919,20220127,0,0
919,20220128,10,0
919,20220129,0,0
919,20220130,0,0
919,20220131,50,0
919,20220201,39,0
919,20220202,19,0
919,20220203,2,0
919,20220204,2,0
919,20220205,35,0
919,20220206,91,0
919,20220207,175,0
919,20220208,5,0
919,20220209,1,0
919,20220210,4,0
919,20220211,10,0
919,20220212,3,0
919,20220213,0,0
919,20220214,5,0
919,20220215,5,0
919,20220216,98,0
919,20220217,47,0
919,20220218,12,0
919,20220219,20,0
919,20220220,150,0
919,20220221,178,0
919,20220222,56,0
919,20220223,40,0
919,20220224,0,0
919,20220225,58,0
919,20220226,4,0
919,20220227,0,0
919,20220228,0,0
919,20220301,0,0
919,20220302,0,0
919,20220303,0,0
919,20220304,0,0
919,20220305,0,0
919,20220306,0,0
919,20220307,0,0
919,20220308,0,0
919,20220309,0,0
919,20220310,0,0
919,20220311,0,0
919,20220312,0,0
919,20220313,2,0
919,20220314,0,0
919,20220315,0,0
919,20220316,0,0
919,20220317,1,0
919,20220318,0,0
919,20220319,0,0
919,20220320,0,0
919,20220321,0,0
919,20220322,0,0
919,20220323,0,0
919,20220324,0,0
919,20220325,0,0
919,20220326,0,0
919,20220327,0,0
919,20220328,0,0
919,20220329,0,0
919,20220330,0,0
919,20220331,10,0
919,20220401,43,998
919,20220402,2,0
919,20220403,0,0
919,20220404,1,0
919,20220405,126,0
919,20220406,12,0
919,20220407,84,0
919,20220408,15,0
919,20220409,1,0
919,20220410,0,0
919,20220411,0,0
919,20220412,0,0
919,20220413,0,0
919,20220414,6,0
919,20220415,0,0
919,20220416,0,0
919,20220417,0,0
919,20220418,0,0
919,20220419,0,0
919,20220420,0,0
919,20220421,0,0
919,20220422,0,0
919,20220423,0,0
919,20220424,0,0
919,20220425,0,0
919,20220426,10,0
919,20220427,0,0
919,20220428,0,0
919,20220429,0,0
919,20220430,0,0
919,20220501,0,0
919,20220502,0,0
919,20220503,0,0
919,20220504,0,0
919,20220505,0,0
919,20220506,0,0
919,20220507,0,0
919,20220508,2,0
919,20220509,0,0
919,20220510,0,0
919,20220511,0,0
919,20220512,3,0
919,20220513,0,0
919,20220514,0,0
919,20220515,0,0
919,20220516,0,0
919,20220517,2,0
919,20220518,0,0
919,20220519,6,0
919,20220520,100,0
919,20220521,15,0
919,20220522,0,0
919,20220523,0,0
919,20220524,140,0
919,20220525,18,0
919,20220526,0,0
919,20220527,20,0
919,20220528,0,0
919,20220529,3,0
919,20220530,30,0
919,20220531,0,0
919,20220601,30,0
919,20220602,5,0
919,20220603,0,0
919,20220604,0,0
919,20220605,17,0
919,20220606,450,0
919,20220607,1,0
919,20220608,12,0
919,20220609,161,0
919,20220610,0,0
919,20220611,0,0
919,20220612,0,0
919,20220613,0,0
919,20220614,0,0
919,20220615,0,0
919,20220616,0,0
919,20220617,0,0
919,20220618,0,0
919,20220619,13,0
919,20220620,9,0
919,20220621,0,0
919,20220622,1,0
919,20220623,0,0
919,20220624,174,0
919,20220625,45,0
919,20220626,124,0
919,20220627,0,0
919,20220628,118,0
919,20220629,0,0
919,20220630,0,0
919,20220701,130,0
919,20220702,2,0
919,20220703,0,0
919,20220704,0,0
919,20220705,0,0
919,20220706,0,0
919,20220707,9,0
919,20220708,1,0
919,20220709,0,0
919,20220710,0,0
919,20220711,0,0
919,20220712,0,0
919,20220713,2,0
919,20220714,0,0
919,20220715,0,0
919,20220716,0,0
919,20220717,0,0
919,20220718,0,0
919,20220719,0,0
919,20220720,0,0
919,20220721,36,0
919,20220722,54,0
919,20220723,5,0
919,20220724,0,0
919,20220725,0,0
919,20220726,0,0
919,20220727,5,0
919,20220728,0,0
919,20220729,2,0
919,20220730,0,0
919,20220731,0,0
919,20220801,7,0
919,20220802,0,0
919,20220803,0,0
919,20220804,0,0
919,20220805,34,0
919,20220806,0,0
919,20220807,0,0
919,20220808,0,0
919,20220809,0,0
919,20220810,0,0
919,20220811,0,0
919,20220812,0,0
919,20220813,0,0
919,20220814,0,0
919,20220815,1,0
919,20220816,0,0
919,20220817,0,0
919,20220818,131,0
919,20220819,0,0
919,20220820,94,0
919,20220821,0,0
919,20220822,0,0
919,20220823,0,0
919,20220824,0,0
919,20220825,0,0
919,20220826,0,0
919,20220827,21,0
919,20220828,0,0
919,20220829,0,0
919,20220830,0,0
919,20220831,0,0
919,20220901,0,0
919,20220902,0,0
919,20220903,0,0
919,20220904,0,0
919,20220905,0,0
919,20220906,32,0
919,20220907,74,0
919,20220908,95,0
919,20220909,99,0
919,20220910,129,0
919,20220911,52,0
919,20220912,0,0
919,20220913,1,0
919,20220914,115,0
919,20220915,75,0
919,20220916,18,0
919,20220917,52,0
919,20220918,81,0
919,20220919,152,0
919,20220920,3,0
919,20220921,0,0
919,20220922,0,0
919,20220923,0,0
919,20220924,51,0
919,20220925,5,0
919,20220926,0,0
919,20220927,125,0
919,20220928,115,0
919,20220929,9,0
919,20220930,0,0
919,20221001,54,0
919,20221002,20,0
919,20221003,0,0
919,20221004,0,0
919,20221005,0,0
919,20221006,16,0
919,20221007,0,0
919,20221008,5,0
919,20221009,0,0
919,20221010,0,0
919,20221011,0,0
919,20221012,0,0
919,20221013,0,0
919,20221014,12,0
919,20221015,8,0
919,20221016,0,0
919,20221017,20,0
919,20221018,35,0
919,20221019,0,0
919,20221020,0,0
919,20221021,35,0
919,20221022,25,0
919,20221023,0,0
919,20221024,43,0
919,20221025,40,0
919,20221026,0,0
919,20221027,0,0
919,20221028,0,0
919,20221029,0,0
919,20221030,0,0
919,20221031,0,0
919,20221101,1,0
919,20221102,0,0
919,20221103,0,0
919,20221104,46,0
919,20221105,10,0
919,20221106,0,0
919,20221107,54,0
919,20221108,0,0
919,20221109,1,0
919,20221110,0,0
919,20221111,0,0
919,20221112,0,0
919,20221113,0,0
919,20221114,0,0
919,20221115,3,0
919,20221116,70,0
919,20221117,154,0
919,20221118,15,0
919,20221119,21,0
919,20221120,0,0
919,20221121,76,0
919,20221122,39,0
919,20221123,8,0
919,20221124,32,0
919,20221125,9,0
919,20221126,1,0
919,20221127,6,0
919,20221128,90,0
919,20221129,13,0
919,20221130,0,0
919,20221201,0,0
919,20221202,0,0
919,20221203,1,0
919,20221204,0,0
919,20221205,3,0
919,20221206,32,0
919,20221207,3,0
919,20221208,12,0
919,20221209,20,0
919,20221210,0,0
919,20221211,0,0
919,20221212,0,0
919,20221213,0,0
919,20221214,0,0
919,20221215,0,0
919,20221216,4,998
919,20221217,0,0
919,20221218,1,0
919,20221219,72,0
919,20221220,9,0
919,20221221,155,0
919,20221222,55,0
919,20221223,52,0
919,20221224,144,0
919,20221225,9,0
919,20221226,90,0
919,20221227,7,0
919,20221228,20,0
919,20221229,37,0
919,20221230,13,0
919,20221231,146,0
919,20230101,30,0
919,20230102,75,0
919,20230103,8,0
919,20230104,32,0
919,20230105,40,0
919,20230106,12,0
919,20230107,7,0
919,20230108,22,0
919,20230109,20,0
919,20230110,34,0
919,20230111,86,0
919,20230112,173,0
919,20230113,157,0
919,20230114,33,0
919,20230115,89,0
919,20230116,57,0
919,20230117,34,0
919,20230118,0,0
919,20230119,103,3
919,20230120,40,7
919,20230121,109,8
919,20230122,0,8
919,20230123,2,8
919,20230124,0,998
919,20230125,0,998
919,20230126,15,0
919,20230127,4,0
919,20230128,0,0
919,20230129,0,0
919,20230130,2,0
919,20230131,0,0
919,20230201,6,0
919,20230202,0,0
919,20230203,12,0
919,20230204,7,0
919,20230205,26,0
919,20230206,1,0
919,20230207,0,0
919,20230208,0,0
919,20230209,0,0
919,20230210,2,0
919,20230211,0,0
919,20230212,0,0
919,20230213,0,0
919,20230214,0,0
919,20230215,0,0
919,20230216,0,0
919,20230217,10,0
919,20230218,6,0
919,20230219,9,0
919,20230220,1,0
919,20230221,1,0
919,20230222,0,0
919,20230223,26,0
919,20230224,2,0
919,20230225,18,0
919,20230226,0,0
919,20230227,0,0
919,20230228,0,0
919,20230301,0,0
919,20230302,0,0
919,20230303,0,0
919,20230304,0,0
919,20230305,0,0
919,20230306,6,0
919,20230307,168,0
919,20230308,95,3
919,20230309,105,0
919,20230310,173,0
919,20230311,68,0
919,20230312,5,0
919,20230313,23,0
919,20230314,28,0
919,20230315,30,0
919,20230316,1,0
919,20230317,0,0
919,20230318,6,0
919,20230319,10,0
919,20230320,0,0
919,20230321,28,0
919,20230322,1,0
919,20230323,59,0
919,20230324,50,0
919,20230325,25,0
919,20230326,100,0
919,20230327,65,0
919,20230328,10,0
919,20230329,5,0
919,20230330,12,0
919,20230331,114,0
919,20230401,132,0
919,20230402,81,0
919,20230403,0,0
919,20230404,0,0
919,20230405,0,0
919,20230406,0,0
919,20230407,76,0
919,20230408,10,0
919,20230409,0,0
919,20230410,0,0
919,20230411,41,0
919,20230412,72,0
919,20230413,90,0
919,20230414,2,0
919,20230415,0,0
919,20230416,0,0
919,20230417,0,0
919,20230418,0,0
919,20230419,0,0
919,20230420,0,0
919,20230421,24,0
919,20230422,25,0
919,20230423,17,0
919,20230424,182,0
919,20230425,0,0
919,20230426,0,0
919,20230427,0,0
919,20230428,7,0
919,20230429,15,0
919,20230430,0,0
919,20230501,0,0
919,20230502,0,0
919,20230503,0,0
919,20230504,0,0
919,20230505,0,0
919,20230506,35,0
919,20230507,9,0
919,20230508,113,0
919,20230509,3,0
919,20230510,150,0
919,20230511,451,0
919,20230512,50,0
919,20230513,0,0
919,20230514,0,0
919,20230515,0,0
919,20230516,0,0
919,20230517,0,0
919,20230518,0,0
919,20230519,0,0
919,20230520,0,0
919,20230521,0,0
919,20230522,0,0
919,20230523,0,0
919,20230524,0,0
919,20230525,0,0
919,20230526,0,0
919,20230527,0,0
919,20230528,0,0
919,20230529,0,0
919,20230530,0,0
919,20230531,0,0
919,20230601,0,0
919,20230602,0,0
919,20230603,0,0
919,20230604,0,0
919,20230605,0,0
919,20230606,0,0
919,20230607,0,0
919,20230608,0,0
919,20230609,0,0
919,20230610,0,0
919,20230611,0,0
919,20230612,0,0
919,20230613,0,0
919,20230614,0,0
919,20230615,0,0
919,20230616,0,0
919,20230617,0,0
919,20230618,0,0
919,20230619,21,0
919,20230620,0,0
919,20230621,55,0
919,20230622,3,0
919,20230623,235,0
919,20230624,0,0
919,20230625,0,0
919,20230626,0,0
919,20230627,0,0
919,20230628,7,0
919,20230629,0,0
919,20230630,3,0
919,20230701,5,0
919,20230702,5,0
919,20230703,0,0
919,20230704,0,0
919,20230705,55,0
919,20230706,55,0
919,20230707,0,0
919,20230708,0,0
919,20230709,0,0
919,20230710,5,0
919,20230711,0,0
919,20230712,33,0
919,20230713,1,0
919,20230714,30,0
919,20230715,1,0
919,20230716,85,0
919,20230717,7,0
919,20230718,10,0
919,20230719,0,0
919,20230720,0,0
919,20230721,2,0
919,20230722,5,0
919,20230723,20,0
919,20230724,344,0
919,20230725,41,0
919,20230726,16,0
919,20230727,125,0
919,20230728,33,0
919,20230729,0,0
919,20230730,73,0
919,20230731,223,0
919,20230801,216,0
919,20230802,46,0
919,20230803,196,0
919,20230804,43,0
919,20230805,37,0
919,20230806,136,0
919,20230807,192,0
919,20230808,3,0
919,20230809,105,0
919,20230810,0,0
919,20230811,0,0
919,20230812,115,0
919,20230813,0,0
919,20230814,0,0
919,20230815,1,0
919,20230816,0,0
919,20230817,0,0
919,20230818,0,0
919,20230819,0,0
919,20230820,1,0
919,20230821,0,0
919,20230822,0,0
919,20230823,0,0
919,20230824,1,0
919,20230825,92,0
919,20230826,60,0
919,20230827,40,0
919,20230828,26,0
919,20230829,10,0
919,20230830,30,0
919,20230831,7,0
919,20230901,26,0
919,20230902,125,0
919,20230903,0,0
919,20230904,0,0
919,20230905,0,0
919,20230906,0,0
919,20230907,0,0
919,20230908,0,0
919,20230909,0,0
919,20230910,0,0
919,20230911,0,0
919,20230912,66,0
919,20230913,78,0
919,20230914,0,0
919,20230915,0,0
919,20230916,0,0
919,20230917,249,0
919,20230918,3,0
919,20230919,78,0
919,20230920,0,0
919,20230921,15,0
919,20230922,71,0
919,20230923,153,0
919,20230924,10,0
919,20230925,0,0
919,20230926,0,0
919,20230927,0,0
919,20230928,0,0
919,20230929,0,0
919,20230930,16,0
919,20231001,0,0
919,20231002,0,0
919,20231003,0,0
919,20231004,15,0
919,20231005,0,0
919,20231006,0,0
919,20231007,0,0
919,20231008,0,0
919,20231009,0,0
919,20231010,0,0
919,20231011,0,0
919,20231012,37,0
919,20231013,64,0
919,20231014,148,0
919,20231015,57,0
919,20231016,17,0
919,20231017,0,0
919,20231018,0,0
919,20231019,143,0
919,20231020,114,0
919,20231021,342,0
919,20231022,15,0
919,20231023,0,0
919,20231024,57,0
919,20231025,32,0
919,20231026,163,0
919,20231027,121,0
919,20231028,35,0
919,20231029,31,0
919,20231030,15,0
919,20231031,124,0
919,20231101,49,0
919,20231102,18,0
919,20231103,39,0
919,20231104,4,0
919,20231105,35,0
919,20231106,37,0
919,20231107,8,0
919,20231108,0,0
919,20231109,126,0
919,20231110,46,0
919,20231111,114,0
919,20231112,0,0
919,20231113,60,0
919,20231114,65,0
919,20231115,264,0
919,20231116,3,0
919,20231117,0,0
919,20231118,0,0
919,20231119,141,0
919,20231120,66,0
919,20231121,15,0
919,20231122,5,0
919,20231123,1,0
919,20231124,10,0
919,20231125,41,0
919,20231126,13,0
919,20231127,137,0
919,20231128,204,0
919,20231129,69,0
919,20231130,3,0
919,20231201,0,0
919,20231202,0,0
919,20231203,0,0
919,20231204,44,998
919,20231205,89,0
919,20231206,6,0
919,20231207,8,0
919,20231208,24,0
919,20231209,2,0
919,20231210,78,0
919,20231211,32,0
919,20231212,23,0
919,20231213,72,0
919,20231214,3,0
919,20231215,0,0
919,20231216,0,0
919,20231217,7,0
919,20231218,1,0
919,20231219,6,0
919,20231220,122,0
919,20231221,31,0
919,20231222,132,0
919,20231223,57,0
919,20231224,63,0
919,20231225,120,0
919,20231226,283,0
919,20231227,32,0
919,20231228,2,0
919,20231229,15,0
919,20231230,232,0
919,20231231,3,0
919,20240101,29,0
919,20240102,103,0
919,20240103,178,0
919,20240104,154,0
919,20240105,52,0
919,20240106,15,0
919,20240107,0,0
919,20240108,0,0
919,20240109,0,0
919,20240110,0,0
919,20240111,0,0
919,20240112,0,0
919,20240113,0,0
919,20240114,10,0
919,20240115,45,998
919,20240116,41,2
919,20240117,0,1
919,20240118,3,998
919,20240119,2,998
919,20240120,0,998
919,20240121,0,0
919,20240122,23,0
919,20240123,81,0
919,20240124,30,0
919,20240125,0,0
919,20240126,40,0
919,20240127,3,0
919,20240128,0,0
919,20240129,0,0
919,20240130,0,0
919,20240131,3,0
919,20240201,35,0
919,20240202,0,0
919,20240203,0,0
919,20240204,99,0
919,20240205,35,0
919,20240206,2,0
919,20240207,218,0
919,20240208,5,0
919,20240209,219,0
919,20240210,2,0
919,20240211,32,0
919,20240212,7,0
919,20240213,2,0
919,20240214,5,0
919,20240215,67,0
919,20240216,3,0
919,20240217,7,0
919,20240218,18,0
919,20240219,32,0
919,20240220,16,0
919,20240221,0,0
919,20240222,65,0
919,20240223,76,0
919,20240224,5,0
919,20240225,25,0
919,20240226,54,0
919,20240227,119,0
919,20240228,0,0
919,20240229,0,0
919,20240301,45,0
919,20240302,3,0
919,20240303,1,0
919,20240304,1,0
919,20240305,1,0
919,20240306,5,0
919,20240307,0,0
919,20240308,0,0
919,20240309,0,0
919,20240310,0,0
919,20240311,92,0
919,20240312,134,0
919,20240313,52,0
919,20240314,0,0
919,20240315,0,0
919,20240316,43,0
919,20240317,0,0
919,20240318,9,0
919,20240319,0,0
919,20240320,0,0
919,20240321,0,0
919,20240322,0,0
919,20240323,112,0
919,20240324,52,0
919,20240325,9,0
919,20240326,0,0
919,20240327,0,0
919,20240328,25,0
919,20240329,34,0
919,20240330,9,0
919,20240331,5,0
919,20240401,103,0
919,20240402,0,0
919,20240403,53,0
919,20240404,67,0
919,20240405,15,0
919,20240406,3,0
919,20240407,0,0
919,20240408,15,0
919,20240409,32,0
919,20240410,2,0
919,20240411,1,0
919,20240412,6,0
919,20240413,0,0
919,20240414,0,0
919,20240415,10,0
919,20240416,123,0
919,20240417,73,0
919,20240418,83,0
919,20240419,53,0
919,20240420,10,0
919,20240421,7,0
919,20240422,2,0
919,20240423,3,0
919,20240424,5,0
919,20240425,29,0
919,20240426,19,0
919,20240427,3,0
919,20240428,20,0
919,20240429,7,0
919,20240430,26,0
919,20240501,6,0
919,20240502,0,0
919,20240503,295,0
919,20240504,31,0
919,20240505,61,0
919,20240506,0,0
919,20240507,186,0
919,20240508,0,0
919,20240509,0,0
919,20240510,0,0
919,20240511,0,0
919,20240512,0,0
919,20240513,0,0
919,20240514,4,0
919,20240515,136,0
919,20240516,126,0
919,20240517,114,0
919,20240518,131,0
919,20240519,104,0
919,20240520,70,0
919,20240521,3,0
919,20240522,178,0
919,20240523,0,0
919,20240524,1,0
919,20240525,389,0
919,20240526,16,0
919,20240527,25,0
919,20240528,75,0
919,20240529,116,0
919,20240530,2,0
919,20240531,5,0
919,20240601,35,0
919,20240602,3,0
919,20240603,0,0
919,20240604,0,0
919,20240605,3,0
919,20240606,0,0
919,20240607,0,0
919,20240608,0,0
919,20240609,0,0
919,20240610,26,0
919,20240611,57,0
919,20240612,5,0
919,20240613,1,0
919,20240614,2,0
919,20240615,35,0
919,20240616,17,0
919,20240617,7,0
919,20240618,118,0
919,20240619,192,0
919,20240620,2,0
919,20240621,6,0
919,20240622,85,0
919,20240623,0,0
919,20240624,0,0
919,20240625,0,0
